Source_Port;Destination_Port;Protocol;Flow_Duration;Total_Forward_Packets;Total_Backward_Packets;Total_Length_Forward_Packets;Total_Length_Backward_Packets;Forward_Packets_Length_Max;Forward_Packets_Length_Min;Forward_Packets_Length_Mean;Backward_Packets_Length_Max;Backward_Packets_Length_Min;Backward_Packets_Length_Mean;Packets_Flow_IAT_Mean;Packets_Flow_IAT_Standard_Deviation;Packets_Flow_IAT_Max;Packets_Flow_IAT_Min;Forward_IAT_Total;Forward_IAT_Mean;Forward_IAT_Min;Backward_IAT_Total;Backward_IAT_Mean;Backward_IAT_Min;Forward_Header_Length;Backward_Header_Length;Forward_Packets_per_Second;Backward_Packets_per_Second;Packets_Length_Min;Packets_Length_Max;Packets_Length_Mean;Packets_Length_Standard_Deviation;Class
51292;443;6;116;0;2;0;2034;0;0;0;1460;574;1017;116;0;116;116;0;0;0;116;116;116;0;40;0;17241.37931;574;1460;1164.666667;511.532339;Spoofing
51992;8899;17;118;3;1;96;32;32;32;32;32;32;32;39.333333;41.525093;87;11;98;49;11;0;0;0;24;8;25423.728814;8474.576271;32;32;32;0;Mirai
53264;9020;6;71;0;2;0;2776;0;0;0;1388;1388;1388;71;0;71;71;0;0;0;71;71;71;0;64;0;28169.014085;1388;1388;1388;0;Spoofing
36495;55700;6;122;0;2;0;556;0;0;0;556;0;278;122;0;122;122;0;0;0;122;122;122;0;64;0;16393.442623;0;556;370.666667;321.00675;Mirai
10000;10101;17;74;0;2;0;56;0;0;0;32;24;28;74;0;74;74;0;0;0;74;74;74;0;16;0;27027.027027;24;32;29.333333;4.618802;Mirai
55983;8043;17;86;3;1;54;18;18;18;18;18;18;18;28.666667;24.006943;55;8;78;39;23;0;0;0;24;8;34883.72093;11627.906977;18;18;18;0;Mirai
59155;443;6;116;0;2;0;2896;0;0;0;1448;1448;1448;116;0;116;116;0;0;0;116;116;116;0;64;0;17241.37931;1448;1448;1448;0;Mirai
443;43238;6;186;1;1;1441;1441;1441;1441;1441;1441;1441;1441;186;0;186;186;0;0;0;0;0;0;32;32;5376.344086;5376.344086;1441;1441;1441;0;Mirai
58451;443;6;113;0;2;0;2896;0;0;0;1448;1448;1448;113;0;113;113;0;0;0;113;113;113;0;64;0;17699.115044;1448;1448;1448;0;Mirai
52717;9020;6;149;2;1;0;0;0;0;0;0;0;0;74.5;0.707107;75;74;74;74;74;0;0;0;64;32;13422.818792;6711.409396;0;0;0;0;Scan
64780;9988;17;25;2;1;64;32;32;32;32;32;32;32;12.5;12.020815;21;4;21;21;21;0;0;0;16;8;80000;40000;32;32;32;0;Mirai
36865;443;6;145;2;1;0;0;0;0;0;0;0;0;72.5;0.707107;73;72;73;73;73;0;0;0;64;32;13793.103448;6896.551724;0;0;0;0;Mirai
53014;9010;6;146;2;1;0;0;0;0;0;0;0;0;73;1.414214;74;72;72;72;72;0;0;0;52;32;13698.630137;6849.315068;0;0;0;0;Mirai
52739;9020;6;122;0;2;0;1418;0;0;0;1388;30;709;122;0;122;122;0;0;0;122;122;122;0;64;0;16393.442623;30;1388;935.333333;784.041666;Scan
56275;9020;6;149;2;1;0;0;0;0;0;0;0;0;74.5;0.707107;75;74;74;74;74;0;0;0;64;32;13422.818792;6711.409396;0;0;0;0;Mirai
6680;554;6;4678;0;2;0;0;0;0;0;0;0;0;4678;0;4678;4678;0;0;0;4678;4678;4678;0;44;0;427.533134;0;0;0;0;DoS
51990;8899;17;136;6;1;192;32;32;32;32;32;32;32;22.666667;16.058227;49;5;87;17.4;5;0;0;0;48;8;44117.647059;7352.941176;32;32;32;0;Mirai
443;43238;6;119;1;1;1441;1441;1441;1441;1441;1441;1441;1441;119;0;119;119;0;0;0;0;0;0;32;32;8403.361345;8403.361345;1441;1441;1441;0;Mirai
60065;8011;17;5;1;1;35;35;35;35;35;35;35;35;5;0;5;5;0;0;0;0;0;0;8;8;200000;200000;35;35;35;0;Mirai
39310;7760;6;82;1;1;1400;1400;1400;1400;1400;1400;1400;1400;82;0;82;82;0;0;0;0;0;0;20;20;12195.121951;12195.121951;1400;1400;1400;0;Mirai
51991;8899;17;51;3;1;96;32;32;32;32;32;32;32;17;4.582576;22;13;38;19;16;0;0;0;24;8;58823.529412;19607.843137;32;32;32;0;Mirai
60172;8899;17;174;2;1;64;32;32;32;32;32;32;32;87;110.308658;165;9;165;165;165;0;0;0;16;8;11494.252874;5747.126437;32;32;32;0;Mirai
56361;10101;17;196;1;1;20;20;20;20;20;20;20;20;196;0;196;196;0;0;0;0;0;0;8;8;5102.040816;5102.040816;20;20;20;0;Mirai
9020;49784;6;477;2;1;2776;1388;1388;1388;1388;1388;1388;1388;238.5;92.630988;304;173;304;304;304;0;0;0;64;32;4192.872117;2096.436059;1388;1388;1388;0;Normal
37798;443;6;242;0;3;0;4096;0;0;0;1448;1200;1365.333333;121;1.414214;122;120;0;0;0;242;121;120;0;96;0;12396.694215;1200;1448;1386;124;Mirai
52717;9020;6;117;0;2;0;1418;0;0;0;1388;30;709;117;0;117;117;0;0;0;117;117;117;0;64;0;17094.017094;30;1388;935.333333;784.041666;Scan
443;55217;6;80;1;1;46;144;46;46;46;144;144;144;80;0;80;80;0;0;0;0;0;0;32;32;12500;12500;46;144;111.333333;56.580326;Mirai
443;43238;6;294;1;1;1441;1441;1441;1441;1441;1441;1441;1441;294;0;294;294;0;0;0;0;0;0;32;32;3401.360544;3401.360544;1441;1441;1441;0;Mirai
443;51875;6;113;1;1;1448;1448;1448;1448;1448;1448;1448;1448;113;0;113;113;0;0;0;0;0;0;32;32;8849.557522;8849.557522;1448;1448;1448;0;Mirai
56361;10101;17;290;0;5;0;176;0;0;0;40;32;35.2;72.5;1;73;71;0;0;0;290;72.5;71;0;40;0;17241.37931;32;40;34.666667;4.131182;Mirai
9020;52717;6;157;0;3;0;0;0;0;0;0;0;0;78.5;6.363961;83;74;0;0;0;157;78.5;74;0;96;0;19108.280255;0;0;0;0;Scan
57448;443;6;125;0;2;0;2920;0;0;0;1460;1460;1460;125;0;125;125;0;0;0;125;125;125;0;40;0;16000;1460;1460;1460;0;Mirai
60223;8899;17;13;1;1;32;32;32;32;32;32;32;32;13;0;13;13;0;0;0;0;0;0;8;8;76923.076923;76923.076923;32;32;32;0;Mirai
443;43238;6;127;1;1;1441;1441;1441;1441;1441;1441;1441;1441;127;0;127;127;0;0;0;0;0;0;32;32;7874.015748;7874.015748;1441;1441;1441;0;Mirai
53190;9020;6;85;0;2;0;1418;0;0;0;1388;30;709;85;0;85;85;0;0;0;85;85;85;0;64;0;23529.411765;30;1388;935.333333;784.041666;Spoofing
9020;52739;6;85;1;1;1388;30;1388;1388;1388;30;30;30;85;0;85;85;0;0;0;0;0;0;32;32;11764.705882;11764.705882;30;1388;482.666667;784.041666;Scan
10000;10101;17;268;2;1;2860;185;1430;1430;1430;185;185;185;134;84.852814;194;74;74;74;74;0;0;0;16;8;7462.686567;3731.343284;185;1430;807.5;718.801085;Mirai
56361;10101;17;72;1;1;20;20;20;20;20;20;20;20;72;0;72;72;0;0;0;0;0;0;8;8;13888.888889;13888.888889;20;20;20;0;Mirai
443;51875;6;146;1;1;1448;1448;1448;1448;1448;1448;1448;1448;146;0;146;146;0;0;0;0;0;0;32;32;6849.315068;6849.315068;1448;1448;1448;0;Mirai
52735;9020;6;123;1;1;0;0;0;0;0;0;0;0;123;0;123;123;0;0;0;0;0;0;32;32;8130.081301;8130.081301;0;0;0;0;Mirai
60192;8899;17;113;2;1;64;32;32;32;32;32;32;32;56.5;77.074639;111;2;111;111;111;0;0;0;16;8;17699.115044;8849.557522;32;32;32;0;Mirai
8875;554;6;4694;0;2;0;0;0;0;0;0;0;0;4694;0;4694;4694;0;0;0;4694;4694;4694;0;44;0;426.075841;0;0;0;0;DoS
2365;554;6;2560;0;2;0;0;0;0;0;0;0;0;2560;0;2560;2560;0;0;0;2560;2560;2560;0;44;0;781.25;0;0;0;0;DoS
3495;554;6;6434;0;3;0;0;0;0;0;0;0;0;3217;1483.510027;4266;2168;0;0;0;6434;3217;2168;0;68;0;466.272925;0;0;0;0;DoS
9020;49784;6;511;3;1;4164;1388;1388;1388;1388;1388;1388;1388;170.333333;128.430266;317;78;194;97;78;0;0;0;96;32;5870.841487;1956.947162;1388;1388;1388;0;Normal
10000;10101;17;264;3;1;4290;1430;1430;1430;1430;1430;1430;1430;88;30.315013;123;70;194;97;71;0;0;0;24;8;11363.636364;3787.878788;1430;1430;1430;0;Mirai
60172;8899;17;271;1;1;32;32;32;32;32;32;32;32;271;0;271;271;0;0;0;0;0;0;8;8;3690.0369;3690.0369;32;32;32;0;Mirai
9020;52717;6;116;1;1;30;1388;30;30;30;1388;1388;1388;116;0;116;116;0;0;0;0;0;0;32;32;8620.689655;8620.689655;30;1388;935.333333;784.041666;Scan
55859;443;6;153;2;1;0;0;0;0;0;0;0;0;76.5;0.707107;77;76;76;76;76;0;0;0;40;20;13071.895425;6535.947712;0;0;0;0;Spoofing
60129;8899;17;229;2;1;64;32;32;32;32;32;32;32;114.5;154.856385;224;5;224;224;224;0;0;0;16;8;8733.624454;4366.812227;32;32;32;0;Mirai
52739;9020;6;80;1;1;0;0;0;0;0;0;0;0;80;0;80;80;0;0;0;0;0;0;32;32;12500;12500;0;0;0;0;Scan
10000;10101;17;224;2;1;2800;1430;1430;1370;1400;1430;1430;1430;112;43.84062;143;81;143;143;143;0;0;0;16;8;8928.571429;4464.285714;1370;1430;1415;30;Mirai
9020;49784;6;133;1;1;1388;1388;1388;1388;1388;1388;1388;1388;133;0;133;133;0;0;0;0;0;0;32;32;7518.796992;7518.796992;1388;1388;1388;0;Normal
9020;49784;6;483;3;1;2806;1388;1388;30;935.333333;1388;1388;1388;161;73.695319;246;115;368;184;122;0;0;0;96;32;6211.180124;2070.393375;30;1388;1116.4;607.316063;Normal
52074;9664;6;150;1;1;0;0;0;0;0;0;0;0;150;0;150;150;0;0;0;0;0;0;20;20;6666.666667;6666.666667;0;0;0;0;Mirai
8661;554;6;13078;0;2;0;0;0;0;0;0;0;0;13078;0;13078;13078;0;0;0;13078;13078;13078;0;44;0;152.928582;0;0;0;0;DoS
4355;554;6;3648;0;2;0;0;0;0;0;0;0;0;3648;0;3648;3648;0;0;0;3648;3648;3648;0;44;0;548.245614;0;0;0;0;DoS
0;0;0;146;2;1;0;0;0;0;0;0;0;0;73;0;73;73;73;73;73;0;0;0;0;0;13698.630137;6849.315068;0;0;0;0;Spoofing
60142;8899;17;23;7;1;224;32;32;32;32;32;32;32;3.285714;0.95119;4;2;19;3.166667;2;0;0;0;56;8;304347.826087;43478.26087;32;32;32;0;Mirai
53242;9020;6;121;1;1;0;0;0;0;0;0;0;0;121;0;121;121;0;0;0;0;0;0;32;32;8264.46281;8264.46281;0;0;0;0;Spoofing
56361;10101;17;281;4;1;80;20;20;20;20;20;20;20;70.25;1.707825;72;68;210;70;68;0;0;0;32;8;14234.875445;3558.718861;20;20;20;0;Mirai
8666;19604;6;1185;0;2;0;0;0;0;0;0;0;0;1185;0;1185;1185;0;0;0;1185;1185;1185;0;40;0;1687.763713;0;0;0;0;DoS
60161;8899;17;229;2;1;64;32;32;32;32;32;32;32;114.5;103.944697;188;41;188;188;188;0;0;0;16;8;8733.624454;4366.812227;32;32;32;0;Mirai
9020;49784;6;243;2;1;2776;1388;1388;1388;1388;1388;1388;1388;121.5;7.778175;127;116;127;127;127;0;0;0;64;32;8230.452675;4115.226337;1388;1388;1388;0;Normal
10000;10101;17;268;2;1;2860;1430;1430;1430;1430;1430;1430;1430;134;4.242641;137;131;131;131;131;0;0;0;16;8;7462.686567;3731.343284;1430;1430;1430;0;Mirai
51252;443;6;236;0;3;0;3405;0;0;0;1448;509;1135;118;4.242641;121;115;0;0;0;236;118;115;0;96;0;12711.864407;509;1448;1213.25;469.5;Mirai
56266;9020;6;81;1;1;0;0;0;0;0;0;0;0;81;0;81;81;0;0;0;0;0;0;32;32;12345.679012;12345.679012;0;0;0;0;Mirai
51996;8899;17;10;1;1;32;32;32;32;32;32;32;32;10;0;10;10;0;0;0;0;0;0;8;8;100000;100000;32;32;32;0;Mirai
55984;8043;17;12;1;1;18;18;18;18;18;18;18;18;12;0;12;12;0;0;0;0;0;0;8;8;83333.333333;83333.333333;18;18;18;0;Mirai
443;51875;6;86;1;1;472;1448;472;472;472;1448;1448;1448;86;0;86;86;0;0;0;0;0;0;32;32;11627.906977;11627.906977;472;1448;1122.666667;563.493863;Mirai
55985;8043;17;10;1;1;18;18;18;18;18;18;18;18;10;0;10;10;0;0;0;0;0;0;8;8;100000;100000;18;18;18;0;Mirai
56266;9020;6;117;1;1;0;0;0;0;0;0;0;0;117;0;117;117;0;0;0;0;0;0;32;32;8547.008547;8547.008547;0;0;0;0;Mirai
60195;8899;17;10;1;1;32;32;32;32;32;32;32;32;10;0;10;10;0;0;0;0;0;0;8;8;100000;100000;32;32;32;0;Mirai
9020;49784;6;332;2;1;1418;1388;1388;30;709;1388;1388;1388;166;117.379726;249;83;249;249;249;0;0;0;64;32;6024.096386;3012.048193;30;1388;1048.5;679;Normal
56361;10101;17;145;1;1;1430;1430;1430;1430;1430;1430;1430;1430;145;0;145;145;0;0;0;0;0;0;8;8;6896.551724;6896.551724;1430;1430;1430;0;Mirai
53894;443;6;83;0;2;0;0;0;0;0;0;0;0;83;0;83;83;0;0;0;83;83;83;0;40;0;24096.385542;0;0;0;0;Mirai
10000;10101;17;232;1;1;362;1430;362;362;362;1430;1430;1430;232;0;232;232;0;0;0;0;0;0;8;8;4310.344828;4310.344828;362;1430;1074;616.610087;Mirai
56361;10101;17;116;1;1;1430;1430;1430;1430;1430;1430;1430;1430;116;0;116;116;0;0;0;0;0;0;8;8;8620.689655;8620.689655;1430;1430;1430;0;Mirai
2914;554;6;3525;0;2;0;0;0;0;0;0;0;0;3525;0;3525;3525;0;0;0;3525;3525;3525;0;44;0;567.375887;0;0;0;0;DoS
443;43238;6;140;1;1;1441;1441;1441;1441;1441;1441;1441;1441;140;0;140;140;0;0;0;0;0;0;32;32;7142.857143;7142.857143;1441;1441;1441;0;Mirai
55983;8043;17;31;2;1;36;18;18;18;18;18;18;18;15.5;3.535534;18;13;13;13;13;0;0;0;16;8;64516.129032;32258.064516;18;18;18;0;Mirai
52930;9020;6;82;1;1;0;0;0;0;0;0;0;0;82;0;82;82;0;0;0;0;0;0;32;32;12195.121951;12195.121951;0;0;0;0;Mirai
8689;554;6;2736;0;2;0;0;0;0;0;0;0;0;2736;0;2736;2736;0;0;0;2736;2736;2736;0;44;0;730.994152;0;0;0;0;DoS
8468;554;6;3337;0;2;0;0;0;0;0;0;0;0;3337;0;3337;3337;0;0;0;3337;3337;3337;0;44;0;599.340725;0;0;0;0;DoS
56361;10101;17;267;2;1;2860;1430;1430;1430;1430;1430;1430;1430;133.5;79.903066;190;77;77;77;77;0;0;0;16;8;7490.636704;3745.318352;1430;1430;1430;0;Mirai
56242;9020;6;125;0;2;0;1418;0;0;0;1388;30;709;125;0;125;125;0;0;0;125;125;125;0;64;0;16000;30;1388;935.333333;784.041666;Mirai
10000;10101;17;73;0;2;0;64;0;0;0;32;32;32;73;0;73;73;0;0;0;73;73;73;0;16;0;27397.260274;32;32;32;0;Mirai
49987;8011;17;14;1;1;35;35;35;35;35;35;35;35;14;0;14;14;0;0;0;0;0;0;8;8;71428.571429;71428.571429;35;35;35;0;Mirai
9020;49784;6;411;0;2;0;0;0;0;0;0;0;0;411;0;411;411;0;0;0;411;411;411;0;64;0;4866.180049;0;0;0;0;Normal
34661;443;6;116;0;2;0;1957;0;0;0;1448;509;978.5;116;0;116;116;0;0;0;116;116;116;0;64;0;17241.37931;509;1448;1135;542.131903;Spoofing
60061;8011;17;1;1;1;35;35;35;35;35;35;35;35;1;0;1;1;0;0;0;0;0;0;8;8;1000000;1000000;35;35;35;0;Mirai
9020;52739;6;120;1;1;30;1388;30;30;30;1388;1388;1388;120;0;120;120;0;0;0;0;0;0;32;32;8333.333333;8333.333333;30;1388;935.333333;784.041666;Scan
52717;9020;6;127;0;2;0;1418;0;0;0;1388;30;709;127;0;127;127;0;0;0;127;127;127;0;64;0;15748.031496;30;1388;935.333333;784.041666;Scan
51994;8899;17;6;1;1;32;32;32;32;32;32;32;32;6;0;6;6;0;0;0;0;0;0;8;8;166666.666667;166666.666667;32;32;32;0;Mirai
56361;10101;17;115;1;1;402;1430;402;402;402;1430;1430;1430;115;0;115;115;0;0;0;0;0;0;8;8;8695.652174;8695.652174;402;1430;1087.333333;593.516077;Mirai
6454;554;6;2041;0;2;0;0;0;0;0;0;0;0;2041;0;2041;2041;0;0;0;2041;2041;2041;0;44;0;979.911808;0;0;0;0;DoS
5841;23;6;18;1;1;0;0;0;0;0;0;0;0;18;0;18;18;0;0;0;0;0;0;20;32;55555.555556;55555.555556;0;0;0;0;Mirai
52704;9020;6;142;0;2;0;2776;0;0;0;1388;1388;1388;142;0;142;142;0;0;0;142;142;142;0;64;0;14084.507042;1388;1388;1388;0;Scan
49796;9020;6;367;1;2;0;1388;0;0;0;1388;0;694;183.5;154.856385;293;74;0;0;0;367;367;367;32;64;2724.79564;5449.591281;0;1388;347;694;Normal
52738;9020;6;122;1;1;0;0;0;0;0;0;0;0;122;0;122;122;0;0;0;0;0;0;32;32;8196.721311;8196.721311;0;0;0;0;Mirai
443;43238;6;225;0;4;0;0;0;0;0;0;0;0;75;4.358899;80;72;0;0;0;225;75;72;0;176;0;17777.777778;0;0;0;0;Mirai
52739;9020;6;80;0;2;0;2776;0;0;0;1388;1388;1388;80;0;80;80;0;0;0;80;80;80;0;64;0;25000;1388;1388;1388;0;Scan
52942;9020;6;121;0;2;0;1418;0;0;0;1388;30;709;121;0;121;121;0;0;0;121;121;121;0;64;0;16528.92562;30;1388;935.333333;784.041666;Mirai
9600;37286;6;77;1;1;249;333;249;249;249;333;333;333;77;0;77;77;0;0;0;0;0;0;20;20;12987.012987;12987.012987;249;333;305;48.497423;Scan
443;50320;6;82004;4;2;3614;0;1418;0;903.5;0;0;0;16400.8;20710.554379;43303;122;37009;12336.333333;122;82004;82004;82004;128;72;48.778108;24.389054;0;1418;516.285714;678.340552;DoS
1233;554;6;3043;1;2;0;0;0;0;0;0;0;0;1521.5;1007.627163;2234;809;0;0;0;2234;2234;2234;20;44;328.623069;657.246139;0;0;0;0;DoS
9020;56196;6;145;0;3;0;0;0;0;0;0;0;0;72.5;0.707107;73;72;0;0;0;145;72.5;72;0;96;0;20689.655172;0;0;0;0;Mirai
8900;554;6;2411;0;2;0;0;0;0;0;0;0;0;2411;0;2411;2411;0;0;0;2411;2411;2411;0;44;0;829.531315;0;0;0;0;DoS
9020;56196;6;120;1;1;30;1388;30;30;30;1388;1388;1388;120;0;120;120;0;0;0;0;0;0;32;32;8333.333333;8333.333333;30;1388;935.333333;784.041666;Mirai
56361;10101;17;215;1;1;1430;1430;1430;1430;1430;1430;1430;1430;215;0;215;215;0;0;0;0;0;0;8;8;4651.162791;4651.162791;1430;1430;1430;0;Mirai
40794;443;6;70;0;2;0;2896;0;0;0;1448;1448;1448;70;0;70;70;0;0;0;70;70;70;0;64;0;28571.428571;1448;1448;1448;0;Mirai
56361;10101;17;264;3;1;3226;1430;1430;366;1075.333333;1430;1430;1430;88;26;118;72;146;73;72;0;0;0;24;8;11363.636364;3787.878788;366;1430;1217.2;475.835266;Mirai
52964;9020;6;149;0;2;0;2776;0;0;0;1388;1388;1388;149;0;149;149;0;0;0;149;149;149;0;64;0;13422.818792;1388;1388;1388;0;Mirai
10105;9020;6;126;0;2;0;2776;0;0;0;1388;1388;1388;126;0;126;126;0;0;0;126;126;126;0;64;0;15873.015873;1388;1388;1388;0;Mirai
51252;443;6;243;0;3;0;4344;0;0;0;1448;1448;1448;121.5;40.305087;150;93;0;0;0;243;121.5;93;0;96;0;12345.679012;1448;1448;1448;0;Mirai
60121;8899;17;17;6;1;192;32;32;32;32;32;32;32;2.833333;1.169045;4;1;13;2.6;1;0;0;0;48;8;352941.176471;58823.529412;32;32;32;0;Mirai
52704;9020;6;151;0;3;0;4164;0;0;0;1388;1388;1388;75.5;3.535534;78;73;0;0;0;151;75.5;73;0;96;0;19867.549669;1388;1388;1388;0;Scan
443;43238;6;177;1;1;1441;1441;1441;1441;1441;1441;1441;1441;177;0;177;177;0;0;0;0;0;0;32;32;5649.717514;5649.717514;1441;1441;1441;0;Mirai
9020;49784;6;299;2;1;1418;1388;1388;30;709;1388;1388;1388;149.5;103.944697;223;76;223;223;223;0;0;0;64;32;6688.963211;3344.481605;30;1388;1048.5;679;Normal
56242;9020;6;116;0;2;0;1418;0;0;0;1388;30;709;116;0;116;116;0;0;0;116;116;116;0;64;0;17241.37931;30;1388;935.333333;784.041666;Mirai
443;43238;6;75;1;1;1441;1441;1441;1441;1441;1441;1441;1441;75;0;75;75;0;0;0;0;0;0;32;32;13333.333333;13333.333333;1441;1441;1441;0;Mirai
56361;10101;17;190;2;1;40;20;20;20;20;20;20;20;95;29.698485;116;74;74;74;74;0;0;0;16;8;10526.315789;5263.157895;20;20;20;0;Mirai
34887;443;6;116;0;2;0;1957;0;0;0;1448;509;978.5;116;0;116;116;0;0;0;116;116;116;0;64;0;17241.37931;509;1448;1135;542.131903;Mirai
2944;554;6;2605;0;2;0;0;0;0;0;0;0;0;2605;0;2605;2605;0;0;0;2605;2605;2605;0;44;0;767.754319;0;0;0;0;DoS
8289;554;6;5178;0;2;0;0;0;0;0;0;0;0;5178;0;5178;5178;0;0;0;5178;5178;5178;0;44;0;386.249517;0;0;0;0;DoS
51252;443;6;75;1;1;0;0;0;0;0;0;0;0;75;0;75;75;0;0;0;0;0;0;44;44;13333.333333;13333.333333;0;0;0;0;Mirai
443;43238;6;264;2;1;2882;1441;1441;1441;1441;1441;1441;1441;132;16.970563;144;120;144;144;144;0;0;0;64;32;7575.757576;3787.878788;1441;1441;1441;0;Mirai
39310;7760;6;132;1;1;1400;1400;1400;1400;1400;1400;1400;1400;132;0;132;132;0;0;0;0;0;0;20;20;7575.757576;7575.757576;1400;1400;1400;0;Mirai
60116;8899;17;7;3;1;96;32;32;32;32;32;32;32;2.333333;1.527525;4;1;3;1.5;1;0;0;0;24;8;428571.428571;142857.142857;32;32;32;0;Mirai
49799;9020;6;151;2;1;0;0;0;0;0;0;0;0;75.5;2.12132;77;74;74;74;74;0;0;0;64;32;13245.033113;6622.516556;0;0;0;0;Normal
9020;52704;6;74;1;1;1388;1388;1388;1388;1388;1388;1388;1388;74;0;74;74;0;0;0;0;0;0;32;32;13513.513514;13513.513514;1388;1388;1388;0;Scan
60089;8899;17;4;1;1;32;32;32;32;32;32;32;32;4;0;4;4;0;0;0;0;0;0;8;8;250000;250000;32;32;32;0;Mirai
443;43238;6;180;1;1;1441;1441;1441;1441;1441;1441;1441;1441;180;0;180;180;0;0;0;0;0;0;32;32;5555.555556;5555.555556;1441;1441;1441;0;Mirai
3569;19604;6;1421;0;2;0;0;0;0;0;0;0;0;1421;0;1421;1421;0;0;0;1421;1421;1421;0;40;0;1407.459536;0;0;0;0;DoS
53190;9020;6;147;0;3;0;4164;0;0;0;1388;1388;1388;73.5;0.707107;74;73;0;0;0;147;73.5;73;0;96;0;20408.163265;1388;1388;1388;0;Spoofing
56260;7100;6;74;0;2;0;2848;0;0;0;1424;1424;1424;74;0;74;74;0;0;0;74;74;74;0;40;0;27027.027027;1424;1424;1424;0;Mirai
443;51875;6;120;1;1;1448;1448;1448;1448;1448;1448;1448;1448;120;0;120;120;0;0;0;0;0;0;32;32;8333.333333;8333.333333;1448;1448;1448;0;Mirai
10111;9020;6;154;0;3;0;3124;0;0;0;1388;348;1041.333333;77;2.828427;79;75;0;0;0;154;77;75;0;96;0;19480.519481;348;1388;1128;520;Mirai
443;43238;6;84;1;1;1441;1441;1441;1441;1441;1441;1441;1441;84;0;84;84;0;0;0;0;0;0;32;32;11904.761905;11904.761905;1441;1441;1441;0;Mirai
60144;8899;17;25;6;1;192;32;32;32;32;32;32;32;4.166667;1.47196;6;2;19;3.8;2;0;0;0;48;8;240000;40000;32;32;32;0;Mirai
56361;10101;17;198;2;1;40;20;20;20;20;20;20;20;99;32.526912;122;76;76;76;76;0;0;0;16;8;10101.010101;5050.505051;20;20;20;0;Mirai
64777;9988;17;6;10;1;320;32;32;32;32;32;32;32;0.6;0.966092;3;0;5;0.555556;0;0;0;0;80;8;1666666.666667;166666.666667;32;32;32;0;Mirai
64779;9988;17;19;7;1;224;32;32;32;32;32;32;32;2.714286;1.976047;6;1;14;2.333333;1;0;0;0;56;8;368421.052632;52631.578947;32;32;32;0;Mirai
60113;8899;17;27;3;1;96;32;32;32;32;32;32;32;9;7.549834;16;1;17;8.5;1;0;0;0;24;8;111111.111111;37037.037037;32;32;32;0;Mirai
9020;49784;6;139;0;2;0;0;0;0;0;0;0;0;139;0;139;139;0;0;0;139;139;139;0;64;0;14388.489209;0;0;0;0;Normal
56250;9020;6;78;0;2;0;1418;0;0;0;1388;30;709;78;0;78;78;0;0;0;78;78;78;0;64;0;25641.025641;30;1388;935.333333;784.041666;Mirai
60062;8011;17;15;2;1;70;35;35;35;35;35;35;35;7.5;7.778175;13;2;13;13;13;0;0;0;16;8;133333.333333;66666.666667;35;35;35;0;Mirai
56361;10101;17;80;1;1;530;1430;530;530;530;1430;1430;1430;80;0;80;80;0;0;0;0;0;0;8;8;12500;12500;530;1430;1130;519.615242;Mirai
9020;49784;6;427;0;2;0;0;0;0;0;0;0;0;427;0;427;427;0;0;0;427;427;427;0;64;0;4683.840749;0;0;0;0;Normal
60173;8899;17;15;2;1;64;32;32;32;32;32;32;32;7.5;6.363961;12;3;3;3;3;0;0;0;16;8;133333.333333;66666.666667;32;32;32;0;Mirai
60206;8899;17;242;6;1;192;32;32;32;32;32;32;32;40.333333;96.348672;237;0;241;48.2;0;0;0;0;48;8;24793.38843;4132.231405;32;32;32;0;Mirai
56361;10101;17;143;1;1;374;1430;374;374;374;1430;1430;1430;143;0;143;143;0;0;0;0;0;0;8;8;6993.006993;6993.006993;374;1430;1078;609.681884;Mirai
60057;8899;17;8;2;1;64;32;32;32;32;32;32;32;4;0;4;4;4;4;4;0;0;0;16;8;250000;125000;32;32;32;0;Mirai
9020;49784;6;295;2;1;1418;1388;1388;30;709;1388;1388;1388;147.5;103.944697;221;74;221;221;221;0;0;0;64;32;6779.661017;3389.830508;30;1388;1048.5;679;Normal
443;43238;6;154;1;1;1441;1441;1441;1441;1441;1441;1441;1441;154;0;154;154;0;0;0;0;0;0;32;32;6493.506494;6493.506494;1441;1441;1441;0;Mirai
56250;9020;6;83;1;1;0;0;0;0;0;0;0;0;83;0;83;83;0;0;0;0;0;0;32;32;12048.192771;12048.192771;0;0;0;0;Mirai
10000;10101;17;120;1;1;1430;1430;1430;1430;1430;1430;1430;1430;120;0;120;120;0;0;0;0;0;0;8;8;8333.333333;8333.333333;1430;1430;1430;0;Mirai
55986;8043;17;26;1;1;18;18;18;18;18;18;18;18;26;0;26;26;0;0;0;0;0;0;8;8;38461.538462;38461.538462;18;18;18;0;Mirai
34941;443;6;173;0;2;0;2896;0;0;0;1448;1448;1448;173;0;173;173;0;0;0;173;173;173;0;64;0;11560.693642;1448;1448;1448;0;Mirai
56266;9020;6;121;0;2;0;2776;0;0;0;1388;1388;1388;121;0;121;121;0;0;0;121;121;121;0;64;0;16528.92562;1388;1388;1388;0;Mirai
8749;554;6;2932;0;2;0;0;0;0;0;0;0;0;2932;0;2932;2932;0;0;0;2932;2932;2932;0;44;0;682.12824;0;0;0;0;DoS
36643;443;6;84;0;2;0;2920;0;0;0;1460;1460;1460;84;0;84;84;0;0;0;84;84;84;0;40;0;23809.52381;1460;1460;1460;0;Spoofing
